question,document,score,reasoning
"When do we get the projects to review and grade, and how are they assigned?",eae0fb50aa,good,"The AI answer matches the ground truth: projects are assigned after the submission deadline, via an Excel sheet, with 3 projects per participant. The extra sentence about not choosing projects and not reviewing before the list is released is additional but does not contradict the original answer."
Will project review assignments come before or after the submission deadline?,eae0fb50aa,good,"The AI answer matches the ground truth on the key point: project review assignments are shared after the submission deadline has passed. It omits the extra detail about the Excel sheet and 3 projects per participant, but that does not change the meaning relevant to the question."
How many projects does each participant have to grade in the capstone project?,eae0fb50aa,good,"The AI answer matches the ground truth: each participant is assigned 3 projects to grade. It preserves the key information and adds a minor clarification that they are from fellow students, which does not change the meaning."
What happens once the submission deadline is over for project grading?,eae0fb50aa,good,"The AI answer conveys the same core information as the ground truth: after the deadline, an Excel sheet is shared and each participant is assigned 3 projects. The added phrase 'to review and grade' is consistent with project grading context and does not change the meaning."
"Do we get an Excel sheet with the review assignments, and what will it include?",eae0fb50aa,good,The AI answer matches the ground truth: it confirms an Excel sheet will be shared after the submission deadline and that each participant will be assigned 3 projects. No key information is missing or altered.
"I already turned in my capstone project, so why am I not seeing anything to review yet?",a8a7fef016,good,"The AI answer conveys the same core meaning as the ground truth: after the submission deadline passes, projects are assigned for evaluation, and reviewers cannot review until the list is released or choose which projects to evaluate. This is semantically equivalent."
When do the projects for evaluation get assigned after the submission deadline ends?,a8a7fef016,good,"The AI answer states that projects are assigned for evaluation after the submission deadline has passed, which matches the core of the ground truth. It omits the extra details about not choosing projects and not reviewing before the list is released, but those are not necessary to answer the question asked."
"Can I pick which capstone projects I want to review, or is that decided for me?",a8a7fef016,good,"The AI answer matches the ground truth: it says the reviewer cannot choose projects, and that assignments happen after the submission deadline. It omits the explicit note that you cannot review before the list is released, but that does not change the core meaning and is consistent with being assigned later."
Is there any way to start reviewing submissions before the project list is released?,a8a7fef016,good,The AI answer matches the ground truth key point: reviews cannot begin before the project list is released. It is concise but semantically equivalent.
"I submitted my project already, but I still can't review others — is that normal?",a8a7fef016,good,"The AI answer matches the ground truth: it explains that review access only begins after the submission deadline has passed and the assigned peer-review list is released, and that users cannot choose which projects to evaluate. This is semantically equivalent."
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3,good,"The AI answer conveys the same information as the ground truth: it directs the user to the GitHub page containing project ideas, datasets, tips, and guidelines. The wording and link are equivalent."
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,e76a70cde3,good,"The AI answer correctly identifies the GitHub project page as the place with project ideas, dataset options, tips, and guidelines. This is semantically equivalent to the ground truth."
What’s the best link to check for capstone project inspiration and data sources?,e76a70cde3,good,"The AI answer points to the same GitHub page and correctly states it contains project inspiration, datasets, tips, and guidelines. This matches the ground truth semantically."
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?",e76a70cde3,good,"The AI answer provides the same GitHub page as the ground truth and includes the relevant items: project ideas, datasets, tips, and guidelines. It is semantically equivalent."
I’m stuck on picking a project — where can I find suggestions and usable datasets?,e76a70cde3,good,"The AI answer matches the ground truth exactly, including the link and the guidance about ideas, datasets, tips, and guidelines."
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says Airflow/Mage/Kestra are not required, a plain Python script is enough for full points, a Jupyter notebook gets 1 instead of 2, and orchestrators should only be used when appropriate (e.g., recurring daily ingestion)."
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook only gets 1 point instead of 2, and that a plain Python script is enough for full points. It preserves the key distinction accurately. The extra orchestrator note from the original is omitted, but that is not necessary to answer the question asked."
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,d4f7c08ea1,good,"The AI answer captures the core guidance: use an orchestrator only when there is a real recurring/scheduled workflow need, such as daily feed ingestion, and otherwise a plain Python script is sufficient. It also preserves the point that you should not add an orchestrator just to meet the criterion. The mention of Airflow/Mage/Kestra is extra but not incorrect. It omits the notebook scoring detail, but that is not essential to the asked question."
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,d4f7c08ea1,good,"The AI answer directly contradicts the ground truth on the initial yes/no. The ground truth says no workflow tool is needed, but a plain Python script is enough for full points; the AI says 'Yes' to getting the criterion without setting up a workflow tool, which is misleadingly phrased but then explains the correct content. However, the question asks if one can still get the criterion without a workflow tool at all, and the answer should be yes. The AI answer captures that a plain Python script suffices and notes notebook scoring correctly. Overall semantically equivalent despite the awkward first word."
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestration tool is not needed just for grading, a plain Python script is sufficient for full points, and an orchestrator should only be used if it fits the project such as recurring daily updates. It preserves the key point and advice. It omits the notebook scoring detail, but that is extra context rather than the core answer."
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,9b0e2d6a47,good,"The AI answer matches the ground truth closely. It includes both complementary approaches: synthetic ground truth via LLM-generated queries per item with retrieval metrics (hit rate, MRR, NDCG), and LLM-as-a-judge with a fixed relevance/usefulness rubric. It also correctly notes that NDCG is often better suited for ranking-style problems with multiple acceptable items. No key information is missing or incorrect."
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,9b0e2d6a47,bad,"The AI answer correctly describes the synthetic ground-truth approach and the relevant evaluation metrics, including the note that NDCG is often better than hit rate for ranking-style problems. However, it omits the second complementary approach from the ground truth: using an LLM as a judge to rate end-to-end RAG quality on a rubric. Since the question asks for a good way and the original answer explicitly gives two complementary approaches, the AI answer is only partially complete."
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?",9b0e2d6a47,bad,"The AI answer captures the key point that NDCG is often the best metric for ranking-style RAG, especially when multiple items can be acceptable, and it correctly contrasts hit rate and MRR. However, it misses the other main part of the original answer: the recommendation to use two complementary evaluation approaches, including synthetic ground truth and LLM-as-a-judge for end-to-end quality. Since the original answer is not just about choosing among metrics but also about how to evaluate, this omission means it is not fully semantically equivalent."
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,9b0e2d6a47,good,"The AI answer captures both key approaches from the ground truth: (1) LLM-as-a-judge for end-to-end RAG quality using sampled queries and a fixed rubric, and (2) synthetic ground truth for retrieval evaluation. It also correctly mentions hit rate, MRR, and NDCG, and explains that NDCG is often better than hit rate for ranking-style problems. The added implementation detail and offer of a prompt template do not change the core meaning."
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?",9b0e2d6a47,good,"The AI answer correctly captures the key point from the ground truth: NDCG is preferable when multiple items are acceptable because it evaluates the quality of the ranking and rewards relevant items appearing higher, rather than only checking whether the first result is correct. It omits the extra evaluation approaches from the original answer, but those were not necessary for answering the specific question."
How should I chunk a big PDF corpus without overthinking it at first?,6f2a8b3d10,good,"The AI answer preserves all key points from the ground truth: start simple with fixed-size chunking and overlap, use a small eval, try LLM-based sectioning, add summaries, use hybrid BM25+dense for structured docs, mention the same PDF parsing tools, and emphasize iterating with measurable improvement rather than perfection. It is semantically equivalent."
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,6f2a8b3d10,good,"The AI answer is semantically aligned with the ground truth. It correctly says neither approach is universally better, recommends starting with fixed-size chunks (~1000 tokens with overlap), then trying LLM-based logical section splitting, and emphasizes running evals and choosing based on hit rate/MRR. It also includes the summary-per-chunk and hybrid search suggestions. The only omission is the tooling list for PDF parsing, which is not central to the question."
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",6f2a8b3d10,bad,"The AI answer does not address the question or the ground-truth guidance. The original answer recommends iterating on chunking, suggests adding short LLM-generated summaries per chunk as an indexing aid, and notes this can help retrieval when used alongside or to boost retrieval. Saying 'I don’t know' misses the key point and is not semantically equivalent."
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?",6f2a8b3d10,good,"The AI answer correctly states that for long legal or financial documents, hybrid search (BM25 + dense) is preferred over embeddings alone because exact wording matters and semantic matching can miss it. This matches the key point of the ground truth, though it omits the surrounding chunking/evaluation advice, which is not necessary to answer the question."
What are good tools to turn PDFs into cleaner markdown before I chunk them?,6f2a8b3d10,good,"The AI answer lists the same three PDF-to-markdown tools as the ground truth and preserves their key qualities: pymupdf4llm is fast and decent, Docling is slower but higher quality for tables/figures, and GROBID is suited to academic papers and extracts structure. It omits the surrounding advice about chunking strategy and evaluation, but the question specifically asks about tools to turn PDFs into cleaner markdown, so the core answer matches."
What does reproducibility mean for the project review?,e5d8a2c761,good,"The AI answer captures the core definition of reproducibility: a reviewer can clone the repo, follow the README, and recreate the system from scratch using their own credentials. It also includes the key implementation guidance about not committing credentials, providing code to ingest data/rebuild the index, using a .env.example and ignoring .env, and pinning dependencies/documenting Python version. It omits the suggestion to use a cheap model and Docker version, but those are supplementary details rather than the central meaning of reproducibility."
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,e5d8a2c761,good,"The AI answer matches the core guidance: do not put API keys or service credentials in the repo, and instead provide a .env.example, README instructions, and .env in .gitignore so reviewers use their own credentials. It omits some extra details from the ground truth (rebuilding the index, cheap model choice, pinning versions), but those are supporting recommendations rather than the key answer to the question."
How should I let someone rebuild the search index from the dataset on their own machine?,e5d8a2c761,bad,"The AI answer captures the core actionable advice: provide a local script/notebook to rebuild the index and use a .env.example without secrets so others can supply their own credentials. However, it omits two key points from the original answer: explicitly warning not to share API keys/hosted-service credentials, and the additional reproducibility guidance about using a cheap model plus pinning dependency versions and documenting the runtime/Docker versions. These omissions make it incomplete relative to the ground truth, though the main idea is preserved."
"What should go into a .env.example file, and should .env be committed?",e5d8a2c761,good,"The AI answer correctly states that `.env.example` should include only variable names with no secret values, and that `.env` should not be committed and should be gitignored. This matches the key point of the ground truth. It omits some extra context about reproducibility and scripts, but those are not necessary for answering the specific question asked."
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?",e5d8a2c761,good,"The AI answer preserves all key points from the ground truth: no credentials in the repo, use .env.example and .gitignore, provide a rebuild script/notebook, use a cheap model, and pin/document versions. It is semantically equivalent and complete."
"Can I reuse the workshop content in my own capstone project, or is it only for the class?",d850a0e7ea,good,"The AI answer preserves the core meaning: the workshop content can be reused in a capstone project because it is open-source and usable directly in projects. It omits the additional note about use in other Zoomcamps, but that is extra detail, not essential to the answer."
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?",d850a0e7ea,good,"The AI answer preserves the core meaning: because dlt is open-source, the workshop materials can be used in other projects outside the workshop. It is slightly shorter and omits examples like capstone or MLOps Zoomcamp, but those are additional details, not key to the permission question."
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?",d850a0e7ea,good,"The AI answer preserves the core meaning: dlt/workshop content can be applied in other Zoomcamps, including the MLOps project. It is semantically equivalent, though it omits the capstone-project wording and the invitation to ask questions/use it directly. Those omissions do not change the main answer."
"Is it okay if I share the workshop resources with other people, or are they meant just for students?",d850a0e7ea,good,"The AI answer preserves the key point that the workshop materials are usable beyond just students and that dlt is open-source, allowing use in personal projects and sharing. It omits some extra examples from the ground truth, but that does not change the meaning."
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?",d850a0e7ea,good,"The AI answer preserves the key point from the ground truth: dlt is open-source, so it can be used directly in a project without special permission. It also matches the permissive tone of 'feel free to ask questions or use it directly in your projects.' The extra wording is consistent and does not change meaning."
How do I start a new dlt project for loading data from cloud storage?,6bceeebf04,good,The AI answer matches the ground truth: it provides the same command to initialize the dlt project and points to the same documentation link. No key information is missing or incorrect.
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,6bceeebf04,good,"The AI answer matches the ground truth command exactly, conveying the same instruction to initialize a dlt pipeline with filesystem and DuckDB. No key information is missing."
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?",6bceeebf04,good,"The AI answer matches the ground truth key instruction exactly: it tells the user to run `dlt init filesystem duckdb` first. It omits the extra note about where to find more directions, but that is not required for equivalence."
How can I create a fresh dlt setup for a filesystem source?,6bceeebf04,good,The AI answer gives the same command as the ground truth and preserves the key instruction to initialize a filesystem source setup with duckdb. The extra note and tutorial reference are consistent with the original.
Is there a quick init command for a dlt project using filesystem plus DuckDB?,6bceeebf04,good,The AI answer matches the ground truth exactly in substance: it provides the correct quick init command for a dlt project using filesystem plus DuckDB. No missing key information.
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397,good,The AI answer matches the ground truth: it explains that the error occurs because not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. The extra suggestion about checking table names is additional but not contradictory.
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?",0407213397,good,"The AI answer conveys the same core point as the ground truth: the failure is due to lingering 'employee_handbook' references in the pipeline settings and not all instances being updated to 'homework'. The added note about updating every place, not just the open_table line, is consistent with that explanation."
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?",0407213397,good,"The AI answer matches the ground truth: it states that not all instances of ""employee_handbook"" were changed to ""homework"" in the pipeline settings, which is exactly the original explanation. The added note about the pipeline creating a differently named table is consistent and does not change the meaning."
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,0407213397,good,"The AI answer matches the ground truth: it says the error means not all instances of ""employee_handbook"" were changed to ""homework"" in the pipeline settings, which is the same key point as the original answer. It is semantically equivalent."
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,The AI answer matches the ground truth: it says the error means not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. The extra example code and explanation do not conflict with the original answer.
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: open the correct table with `db.open_table(""notion_pages___homework"")`. The extra note about replacing `employee_handbook` occurrences is additional guidance and does not contradict the main answer. Semantically equivalent."
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?",e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: open the correct table with `db.open_table(""notion_pages___homework"")`. The extra advice about pipeline settings and listing table names is not contradictory and doesn't change the core answer. Therefore it is semantically equivalent."
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,e95bfafc0e,good,"The AI answer matches the ground truth exactly in meaning and content: it instructs opening the table named ""notion_pages___homework"" in line 3 and provides the same code snippet. No missing or incorrect information."
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?",e95bfafc0e,good,"The AI answer correctly identifies that db.open_table should use ""notion_pages___homework"" and specifies line 3 as the place to change it, matching the ground truth. The extra comment about other occurrences is not contradictory and does not change the core answer."
I keep seeing Table notion_pages___homework does not exist — what’s the correct table to open in main()?,e95bfafc0e,good,"The AI answer includes the exact correct table name to open in main(), matching the ground truth. The extra note about pipeline settings is additional and does not contradict the answer, so the semantic content is equivalent."
How can I list all tables that are currently in the database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it correctly states that `db.table_names()` can be used to list all tables in the database.
Is there a way to see the table names from the db object?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it says to use `db.table_names()` to list all tables in the database. No key information is missing or incorrect.
What method should I use to check which tables exist in my database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it recommends using `db.table_names()` to list all tables in the database. No key information is missing or incorrect.
How do I find out what tables were created in the db?,e394e6f738,good,The AI answer exactly matches the ground truth: it recommends using `db.table_names()` to list all tables in the database.
Can I get a list of all tables with db.table_names()?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it confirms that `db.table_names()` can be used to list all tables in the database. No key information is missing or incorrect.
"Does dlt currently support connectors for ClickHouse or StarRocks, or is that still missing?",cd19f122f3,good,"The AI answer matches the ground truth: it states that dlt currently does not have connectors for ClickHouse or StarRocks and that these are still missing, while noting openness to community contributions. This is semantically equivalent."
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3,bad,"The ground truth says DLT currently does not have connectors for ClickHouse or StarRocks, but is open to community contributions. The AI answer says only 'I don't know,' which fails to convey the actual status and misses the key information."
Are there official dlt connectors available for ClickHouse and StarRocks?,cd19f122f3,bad,"The ground truth says that DLT currently does not have connectors for ClickHouse or StarRocks, but is open to community contributions. The AI answer 'I don't know' fails to convey this information and is not semantically equivalent."
"If dlt doesn't support ClickHouse or StarRocks yet, is the project open to community-built connectors?",cd19f122f3,good,The AI answer matches the ground truth: it states that DLT currently lacks ClickHouse and StarRocks connectors and that community contributions for such connectors are welcome/open. This preserves the key meaning.
"Has anyone added ClickHouse or StarRocks connectors to dlt, or are those still not included?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt does not currently have ClickHouse or StarRocks connectors and that community contributions are welcome to add them. This preserves the key information accurately.
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?",0dfba07ace,good,"The AI answer captures the key points from the ground truth: a 401 indicates an authorization issue, and the first thing to check is the API key/token and permissions. It also correctly mentions token expiry, the correct endpoint, and access/secret configuration. This is semantically equivalent to the original answer."
My notebook says it has no secret access to api.notion.com/v1/search — is this an API key problem?,0dfba07ace,good,"The AI answer conveys the same core message as the ground truth: the error is typically an authorization issue related to the Notion API key/token and permissions, and it suggests checking the endpoint, token expiry, configurations, and documentation. This is semantically equivalent."
How do I fix a Notion API authorization error in the dlt workshop notebook?,0dfba07ace,good,"The AI answer conveys the same core troubleshooting steps as the ground truth: check the API key/token and permissions, verify the endpoint, check for token expiry, review configurations/access settings, and consult the documentation if needed. It preserves the intended meaning and is semantically equivalent."
Could the Notion token have expired if I get Unauthorized when calling the search endpoint?,0dfba07ace,good,"The AI answer correctly states that an Unauthorized error can be due to an expired Notion token and mentions regenerating it if needed. This matches the ground truth's key point about checking token expiry as one possible cause, along with general authorization issues."
What settings or permissions do I need to verify when the notebook can’t access Notion and returns 401?,0dfba07ace,good,"The AI answer preserves all key points from the ground truth: check the API key/token and permissions, verify the correct endpoint, ensure the token hasn’t expired, and review configuration settings. It also correctly identifies the 401 as an authorization issue. Semantically equivalent."
"Why do I get a 401 Client Error when using the API key, and how do I tell if it's just not granted access yet?",4b30b918bc,good,"The AI answer captures the core idea that a 401 Client Error can mean the key is not granted access yet or is incorrect. It explains this in general terms and advises checking permissions/access. However, it omits the ground-truth extra content about installing a specific requests version, which appears unrelated to the question and thus not essential to semantic equivalence. The main answer point is preserved."
What's the easiest way to force-install requests 2.32.3 instead of the older 2.28 version for lancedb?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth for forcing requests 2.32.3 from the source archive. It omits the extra note about a possible 401 Client Error, but that is ancillary and not part of the core install instruction asked for. Semantically equivalent."
Can I install requests straight from the GitHub release zip to match the version lancedb needs?,4b30b918bc,good,"The AI answer matches the core instruction from the ground truth: install the specified requests version directly from the GitHub release zip using the exact pip command. It omits the unrelated 401 error note, but that does not affect the key answer to the question."
"If pip keeps pulling requests v2.28, what exact install command should I run to get v2.32.3?",4b30b918bc,good,"The AI answer gives the exact install command needed to install requests v2.32.3 from the specified GitHub tag, matching the key point of the ground truth. It omits the unrelated 401 note, but that does not affect correctness for the asked command."
How do I fix the requests version mismatch when setting up the dlt workshop environment?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth and conveys the key fix for the requests version mismatch. It omits the extra note about a 401 Client Error possibly indicating key access/incorrect key, but that is ancillary to the main answer. Overall, it is semantically equivalent."
